PLAYER,POS,GROUP,STATUS,FCHL TEAM,NHL TEAM,AGE,SALARY,BID,PTS,PRIOR FCHL TEAM
Ryan Lindgren,D,3,,UFA,SEA,27,0,0,18,
Nicholas Robertson,F,C,MINOR,GVR,TOR,24,0.5,0,33,
Brandon Tanev,F,3,,UFA,UTA,33,0,0,21,
Justin Danforth,F,3,,UFA,BUF,32,0,0,24,
Logan O'Connor,F,3,,UFA,COL,29,0,0,23,
Tyler Seguin,F,3,,UFA,DAL,33,0,0,50,
Michael Rasmussen,F,3,,UFA,DET,26,0,0,29,
Jake Middleton,D,3,,UFA,MIN,29,0,0,24,
Erik Haula,F,3,,UFA,NSH,34,0,0,29,
Adam Pelech,D,3,,UFA,NYI,31,0,0,21,
Braden Schneider,D,3,,UFA,NYR,23,0,0,23,
Nick Jensen,D,3,,UFA,OTT,34,0,0,20,
Garnet Hathaway,F,3,,UFA,PHI,33,0,0,20,
Erik Cernak,D,3,,UFA,TBL,28,0,0,19,
Jonas Johansson,G,3,,UFA,TBL,29,0,0,19,
Colton Sissons,F,3,,UFA,VGK,31,0,0,26,
Brandon Duhaime,F,3,,UFA,WSH,28,0,0,20,
Trevor Van Riemsdyk,D,3,,UFA,WSH,34,0,0,19,
Olen Zellweger,D,A,MINOR,ZSK,ANA,22,0.5,0,29,
Kevin Bahl,D,3,,UFA,CGY,25,0,0,21,
Arvid Soderblom,G,3,,UFA,CHI,26,0,0,16,
Jet Greaves,G,3,,UFA,CBJ,24,0,0,41,
Joel Edmundson,D,3,,UFA,LAK,32,0,0,16,
Jonas Brodin,D,3,,UFA,MIN,32,0,0,25,
Mathew Barzal,F,3,,UFA,NYI,28,0,0,65,
Alexander Romanov,D,3,,UFA,NYI,25,0,0,25,
Sam Carrick,F,3,,UFA,NYR,33,0,0,18,
Jamie Drysdale,D,RFA1,,RFA,PHI,23,0,0,28,
Nick Seeler,D,3,,UFA,PHI,32,0,0,17,
Blake Lizotte,F,3,,UFA,PIT,27,0,0,23,
Oskar Sundqvist,F,3,,UFA,STL,31,0,0,21,
Gage Goncalves,F,3,,UFA,TBL,24,0,0,23,
Brayden Mcnabb,D,3,,UFA,VGK,34,0,0,22,
Dylan Samberg,D,3,,UFA,WPG,26,0,0,23,
Pavel Mintyukov,D,A,MINOR,ZSK,ANA,21,0.5,0,28,
Josh Doan,F,3,,UFA,BUF,23,0,0,38,
Connor Murphy,D,3,,UFA,CHI,32,0,0,16,
Parker Kelly,F,3,,UFA,COL,26,0,0,21,
Boone Jenner,F,3,START,SHF,CBJ,32,0.5,0,43,
Nick Perbix,D,3,,UFA,NSH,27,0,0,21,
Rafael Harvey-Pinard,F,3,,UFA,PIT,26,0,0,0,
Jonny Brodzinski,F,3,,UFA,NYR,32,0,0,19,
Rasmus Ristolainen,D,3,,UFA,PHI,30,0,0,20,
Nick Bjugstad,F,3,,UFA,STL,33,0,0,28,
Pontus Holmberg,F,3,,UFA,TBL,26,0,0,24,
Emil Lilleberg,D,3,,UFA,TBL,24,0,0,18,
Jakob Pelletier,F,C,MINOR,BOT,TBL,24,0.5,0,27,
Steven Lorentz,F,3,,UFA,TOR,29,0,0,14,
Michael Carcone,F,3,,UFA,UTA,29,0,0,19,
Nate Schmidt,D,3,,UFA,UTA,34,0,0,19,
Dylan Demelo,D,3,,UFA,WPG,32,0,0,26,
Jalen Chatfield,D,3,,UFA,CAR,29,0,0,21,
Jack Drury,F,3,,UFA,COL,25,0,0,26,
Erik Gustafsson,D,3,,UFA,DET,33,0,0,25,
Mattias Janmark,F,3,,UFA,EDM,32,0,0,17,
Uvis Balinskis,D,3,,UFA,FLA,29,0,0,17,
Luke Kunin,F,3,,UFA,FLA,27,0,0,20,
Kaiden Guhle,D,3,,UFA,MTL,23,0,0,25,
Emil Heineman,F,3,,UFA,NYI,23,0,0,29,
Alexey Toropchenko,F,3,,UFA,STL,26,0,0,21,
Mitchell Chaffee,F,3,,UFA,TBL,27,0,0,15,
Matias Maccelli,F,3,START,ZSK,TOR,24,0.5,0,50,
Chris Tanev,D,3,,UFA,TOR,35,0,0,18,
Lawson Crouse,F,3,,UFA,UTA,28,0,0,31,
Connor Ingram,G,3,START,VPP,UTA,28,0.5,0,21,
Olli Maatta,D,3,,UFA,UTA,31,0,0,20,
Sean Kuraly,F,3,,UFA,BOS,32,0,0,18,
Andrew Peeke,D,3,,UFA,BOS,27,0,0,17,
Mark Jankowski,F,3,,UFA,CAR,31,0,0,21,
Cam Lund,F,3,,UFA,SJS,21,0,0,1,
Colin Blackwell,F,3,,UFA,DAL,32,0,0,15,
A.J. Greer,F,3,,UFA,FLA,28,0,0,17,
Daniil Tarasov,G,E,MINOR,ZSK,FLA,26,0.5,0,32,
Drew Doughty,D,3,,UFA,LAK,35,0,0,44,
Jakub Dobes,G,3,,UFA,MTL,24,0,0,31,
Joe Veleno,F,3,,UFA,MTL,25,0,0,23,
Fedor Svechkov,F,3,,UFA,NSH,22,0,0,38,
Johnathan Kovacevic,D,3,,UFA,NJD,28,0,0,17,
Brett Pesce,D,3,,UFA,NJD,30,0,0,20,
Casey Cizikas,F,3,,UFA,NYI,34,0,0,19,
Cam York,D,3,,UFA,PHI,24,0,0,25,
Mario Ferraro,D,3,,UFA,SJS,26,0,0,20,
Timothy Liljegren,D,3,,UFA,SJS,26,0,0,28,
Jamie Oleksiak,D,3,,UFA,SEA,32,0,0,18,
Ian Cole,D,3,,UFA,UTA,36,0,0,16,
Cole Koepke,F,3,,UFA,WPG,27,0,0,15,
Radko Gudas,D,3,,UFA,ANA,35,0,0,16,
Michael Eyssimont,F,3,,UFA,BOS,29,0,0,19,
Sean Walker,D,3,,UFA,CAR,30,0,0,22,
Jason Dickinson,F,3,,UFA,CHI,30,0,0,23,
Oskar Back,F,3,,UFA,DAL,25,0,0,20,
Zach Bogosian,D,3,,UFA,MIN,35,0,0,13,
Nick Blankenburg,D,3,,UFA,NSH,27,0,0,19,
Brenden Dillon,D,3,,UFA,NJD,34,0,0,18,
Juuso Parssinen,F,3,,UFA,NYR,24,0,0,22,
Urho Vaakanainen,D,3,,UFA,NYR,26,0,0,16,
David Perron,F,3,,UFA,OTT,37,0,0,31,
Connor Clifton,D,3,,UFA,PIT,30,0,0,18,
Philipp Grubauer,G,3,,UFA,SEA,33,0,0,23,
Nathan Walker,F,3,,UFA,STL,31,0,0,16,
Conor Timmins,D,3,,UFA,BUF,26,0,0,22,
Sam Malinski,D,3,,UFA,COL,27,0,0,18,
Josh Manson,D,3,,UFA,COL,33,0,0,19,
Yegor Chinakhov,F,C,MINOR,SRL,CBJ,24,0.5,0,35,
Isac Lundestrom,F,3,,UFA,CBJ,25,0,0,17,
Radek Faksa,F,3,,UFA,DAL,31,0,0,18,
Trent Frederic,F,3,MINOR,GVR,EDM,27,0.5,0,32,
Yakov Trenin,F,3,,UFA,MIN,28,0,0,19,
Zachary L'Heureux,F,3,,UFA,NSH,22,0,0,26,
Pierre Engvall,F,3,,UFA,NYI,29,0,0,21,
Will Borgen,D,3,,UFA,NYR,28,0,0,20,
Nick Cousins,F,3,,UFA,OTT,32,0,0,20,
Egor Zamula,D,3,,UFA,PHI,25,0,0,20,
Morgan Barron,F,3,,UFA,WPG,26,0,0,19,
Colin Miller,D,3,,UFA,WPG,32,0,0,15,
Jacob Trouba,D,3,,UFA,ANA,31,0,0,17,
Mark Kastelic,F,3,,UFA,BOS,26,0,0,17,
Mattias Samuelsson,D,3,,UFA,BUF,25,0,0,15,
Ilya Lyubushkin,D,3,,UFA,DAL,31,0,0,13,
Kasperi Kapanen,F,3,,UFA,EDM,29,0,0,20,
Nico Sturm,F,3,,UFA,MIN,30,0,0,16,
Michael Mccarron,F,3,,UFA,NSH,30,0,0,19,
Adam Boqvist,D,3,,UFA,NYI,25,0,0,18,
Philipp Kurashev,F,3,,UFA,SJS,25,0,0,31,
Mathieu Joseph,F,3,,UFA,STL,28,0,0,20,
Conor Geekie,F,A,MINOR,VPP,TBL,21,0.7,0,32,
J.J. Moser,D,3,,UFA,TBL,25,0,0,25,
Dakota Joshua,F,3,,UFA,TOR,29,0,0,27,
John Marino,D,3,,UFA,UTA,28,0,0,26,
Logan Stanley,D,3,,UFA,WPG,27,0,0,13,
Drew Helleson,D,3,,UFA,ANA,24,0,0,15,
Tanner Jeannot,F,3,,UFA,BOS,28,0,0,18,
Ryan Lomberg,F,3,,UFA,CGY,30,0,0,12,
Denton Mateychuk,D,A,MINOR,JHN,CBJ,21,0.5,0,28,
Ben Chiarot,D,3,,UFA,DET,34,0,0,17,
Ty Emberson,D,3,,UFA,EDM,25,0,0,15,
Dmitry Kulikov,D,3,,UFA,FLA,34,0,0,17,
Jayden Struble,D,3,,UFA,MTL,24,0,0,15,
Justin Barron,D,3,,UFA,NSH,23,0,0,21,
Carson Soucy,D,3,,UFA,NYR,31,0,0,15,
Artem Zub,D,3,,UFA,OTT,29,0,0,20,
Tye Kartye,F,3,,UFA,SEA,24,0,0,19,
David Kampf,F,3,,UFA,TOR,30,0,0,18,
Vitek Vanecek,G,3,,UFA,UTA,29,0,0,16,
Zach Whitecloud,D,3,,UFA,VGK,28,0,0,16,
Sam Colangelo,F,3,,UFA,ANA,23,0,0,31,
Marat Khusnutdinov,F,3,,UFA,BOS,23,0,0,20,
Brayden Pachal,D,3,,UFA,CGY,26,0,0,12,
Nicolas Hague,D,3,,UFA,NSH,26,0,0,19,
Cole Smith,F,3,,UFA,NSH,29,0,0,18,
Ivan Fedotov,G,3,,UFA,PHI,28,0,0,10,
Noel Acciari,F,3,,UFA,PIT,33,0,0,13,
Brandon Carlo,D,3,,UFA,TOR,28,0,0,15,
Henry Thrun,D,3,START,LPT,TOR,24,0.5,0,17,
Alexander Holtz,F,B,MINOR,LGN,VGK,23,0.7,0,19,
Declan Chisholm,D,3,,UFA,WSH,25,0,0,17,
John Beecher,F,3,,UFA,BOS,24,0,0,17,
Matthew Poitras,F,3,,UFA,BOS,21,0,0,31,
Zac Jones,D,3,,UFA,BUF,24,0,0,18,
William Carrier,F,3,,UFA,CAR,30,0,0,18,
Elmer Soderblom,F,3,,UFA,DET,24,0,0,30,
Anthony Duclair,F,3,,UFA,NYI,30,0,0,27,
Kyle Maclean,F,3,,UFA,NYI,26,0,0,17,
Collin Graf,F,3,,UFA,SJS,22,0,0,23,
Alexandre Texier,F,3,,UFA,STL,26,0,0,21,
Sean Durzi,D,3,,UFA,UTA,26,0,0,39,
Derek Forbort,D,3,,UFA,VAN,33,0,0,10,
Aatu Raty,F,A,MINOR,VPP,VAN,22,0.6,0,32,
Henri Jokiharju,D,3,,UFA,BOS,26,0,0,16,
Beck Malenstyn,F,3,,UFA,BUF,27,0,0,15,
Adam Klapka,F,3,,UFA,CGY,25,0,0,20,
Nathan Bastian,F,3,,UFA,DAL,27,0,0,15,
Ilya Solovyov,D,3,,UFA,CGY,25,0,0,1,
Jordan Oesterle,D,3,,UFA,NSH,33,0,0,7,
Dennis Cholowski,D,3,,UFA,NJD,27,0,0,14,
Brett Berard,F,3,,UFA,NYR,23,0,0,19,
Tyler Kleven,D,3,,UFA,OTT,23,0,0,11,
Aleksei Kolosov,G,B,MINOR,BOT,PHI,23,0.5,0,5,
Connor Dewar,F,3,,UFA,PIT,26,0,0,18,
Mathew Dumba,D,3,,UFA,PIT,31,0,0,13,
Jack Thompson,D,3,,UFA,SJS,23,0,0,17,
Simon Benoit,D,3,,UFA,TOR,26,0,0,11,
Kaedan Korczak,D,3,,UFA,VGK,24,0,0,15,
Joel Hanley,D,3,,UFA,CGY,34,0,0,9,
Daniil Miromanov,D,3,,UFA,CGY,28,0,0,13,
Tyson Jost,F,3,,UFA,CAR,27,0,0,12,
Lian Bichsel,D,3,,UFA,DAL,21,0,0,22,
Albert Johansson,D,3,,UFA,DET,24,0,0,13,
Tomas Nosek,F,3,,UFA,FLA,33,0,0,11,
Marc Del Gaizo,D,3,,UFA,MTL,25,0,0,13,
Nico Daws,G,3,,UFA,NJD,24,0,0,4,
Jonas Siegenthaler,D,3,,UFA,NJD,28,0,0,15,
Marc Gatcomb,F,3,,UFA,NYI,26,0,0,14,
Scott Mayfield,D,3,,UFA,NYI,32,0,0,10,
Adam Edstrom,F,3,,UFA,NYR,24,0,0,16,
Carl Grundstrom,F,3,,UFA,SJS,27,0,0,14,
Shakir Mukhamadullin,D,3,,UFA,SJS,23,0,0,17,
James Malatesta,F,3,,UFA,CBJ,22,0,0,1,
Scott Perunovich,D,2,START,LPT,UTA,27,0.6,0,11,
Jordan Greenway,F,3,,UFA,BUF,28,0,0,20,
David Reinbacher,D,A,MINOR,SRL,MTL,20,0.7,0,1,
Nolan Allan,D,3,,UFA,CHI,22,0,0,10,
Wyatt Kaiser,D,3,,UFA,CHI,23,0,0,17,
Ivan Ivan,F,3,,UFA,COL,23,0,0,17,
Jake Christiansen,D,3,,UFA,CBJ,26,0,0,11,
Luca Del Bel Belluz,F,3,,UFA,CBJ,21,0,0,13,
Miles Wood,F,3,,UFA,CBJ,30,0,0,19,
Jacob Bernard-Docker,D,3,,UFA,DET,25,0,0,11,
Justin Holl,D,3,,UFA,DET,33,0,0,7,
Jeff Petry,D,3,,UFA,FLA,37,0,0,16,
Jacob Moverare,D,3,,UFA,LAK,27,0,0,8,
Seamus Casey,D,3,,UFA,NJD,21,0,0,12,
Matt Rempe,F,3,,UFA,NYR,23,0,0,10,
Joel Blomqvist,G,B,MINOR,BOT,PIT,23,0.5,0,12,
Yaroslav Askarov,G,B,MINOR,GVR,SJS,23,0.8,0,41,
Ty Dellandrea,F,3,,UFA,SJS,25,0,0,15,
Barclay Goodrow,F,3,,UFA,SJS,32,0,0,14,
Vasily Ponomarev,F,3,,UFA,PIT,23,0,0,1,
Cole Schwindt,F,3,,UFA,VGK,24,0,0,14,
Hendrix Lapierre,F,B,MINOR,SRL,WSH,23,0.5,0,32,
Hampus Lindholm,D,3,,UFA,BOS,31,0,0,34,
Jacob Bryson,D,3,,UFA,BUF,27,0,0,9,
Jake Bean,D,3,,UFA,CGY,27,0,0,11,
Colton Dach,F,3,,UFA,CHI,22,0,0,24,
Sam Lafferty,F,3,,UFA,CHI,30,0,0,23,
Mikael Pyyhtia,F,3,,UFA,CBJ,23,0,0,9,
Vladislav Kolyachonok,D,3,,UFA,DAL,24,0,0,13,
Travis Hamonic,D,3,,UFA,DET,35,0,0,10,
Troy Stecher,D,3,,UFA,EDM,31,0,0,10,
Samuel Helenius,F,3,,UFA,LAK,22,0,0,13,
Justin Dowling,F,3,,UFA,NYR,34,0,0,12,
Emil Andrae,D,3,,UFA,PHI,23,0,0,20,
Anthony Mantha,F,3,,UFA,PIT,30,0,0,40,
Parker Wotherspoon,D,3,,UFA,PIT,28,0,0,13,
Tyler Tucker,D,3,,UFA,STL,25,0,0,10,
Calle Jarnkrok,F,3,,UFA,TOR,33,0,0,23,
Max Sasson,F,3,,UFA,VAN,25,0,0,15,
Ethen Frank,F,3,,UFA,WSH,27,0,0,11,
Haydn Fleury,D,3,,UFA,WPG,29,0,0,8,
Luke Schenn,D,3,,UFA,WPG,35,0,0,10,
Jansen Harkins,F,3,,UFA,ANA,28,0,0,8,
Nikita Nesterenko,F,3,,UFA,ANA,24,0,0,12,
Ethan Del Mastro,D,3,,UFA,CHI,22,0,0,20,
Artyom Levshunov,D,A,MINOR,JHN,CHI,19,0.8,0,28,
Landon Slaggert,F,3,,UFA,CHI,23,0,0,19,
Arber Xhekaj,D,3,,UFA,MTL,24,0,0,14,
Matthew Highmore,F,3,,UFA,NYI,29,0,0,9,
Semyon Varlamov,G,3,,UFA,NYI,37,0,0,15,
Scott Morrow,D,3,,UFA,NYR,22,0,0,26,
Dennis Gilbert,D,3,,UFA,PHI,28,0,0,6,
Anthony Richard,F,3,,UFA,PHI,28,0,0,14,
Easton Cowan,F,A,MINOR,BOT,TOR,20,0.5,0,1,
Zemgus Girgensons,F,3,,UFA,TBL,31,0,0,12,
Dennis Hildeby,G,3,,UFA,TOR,24,0,0,6,
Nick Desimone,D,3,,UFA,UTA,30,0,0,10,
Nils Aman,F,3,,UFA,VAN,25,0,0,7,
Linus Karlsson,F,3,,UFA,VAN,25,0,0,15,
Jonathan Lekkerimaki,F,A,MINOR,VPP,VAN,21,0.5,0,25,
Phillip Di Giuseppe,F,3,,UFA,WPG,31,0,0,7,
David Gustafsson,F,3,,UFA,WPG,25,0,0,11,
Jordan Harris,D,3,,UFA,BOS,25,0,0,11,
Fraser Minten,F,3,,UFA,BOS,21,0,0,16,
Joshua Brown,D,3,,UFA,EDM,31,0,0,2,
Nils Lundkvist,D,3,,UFA,DAL,25,0,0,20,
Curtis Lazar,F,3,,UFA,EDM,30,0,0,11,
Liam Ohgren,F,A,MINOR,ZSK,MIN,21,0.5,0,30,
Adam Wilsby,D,3,,UFA,NSH,25,0,0,17,
Isaiah George,D,3,,UFA,NYI,21,0,0,11,
Olle Lycksell,F,3,,UFA,OTT,26,0,0,9,
Rodrigo Abols,F,3,,UFA,PHI,29,0,0,8,
Ryan Shea,D,3,,UFA,PIT,28,0,0,8,
Nick Leddy,D,3,,UFA,SJS,34,0,0,18,
Vinni Lettieri,F,3,,UFA,TOR,30,0,0,10,
Philippe Myers,D,3,,UFA,TOR,28,0,0,9,
Juuso Valimaki,D,3,,UFA,UTA,26,0,0,14,
Ville Husso,G,3,,UFA,ANA,30,0,0,6,
Ross Johnston,F,3,,UFA,ANA,31,0,0,5,
Devon Levi,G,B,MINOR,GVR,BUF,23,0.5,0,20,
Matthew Wood,F,A,MINOR,VPP,NSH,20,0.5,0,2,
Beckett Sennecke,F,A,MINOR,JHN,ANA,19,0.6,0,2,
Cayden Primeau,G,E,MINOR,LPT,CAR,26,0.5,0,8,
Louis Crevier,D,3,,UFA,CHI,24,0,0,7,
Jeremie Poirier,D,3,,UFA,CGY,23,0,0,2,
Hudson Fasching,F,3,,UFA,CBJ,30,0,0,16,
Erik Gudbranson,D,3,,UFA,CBJ,33,0,0,19,
Jonah Gadjovich,F,3,,UFA,FLA,26,0,0,10,
Simon Nemec,D,A,MINOR,VPP,NJD,21,0.8,0,23,
Arthur Kaliyev,F,C,MINOR,GVR,OTT,24,0.5,0,23,
Nikolas Matinpalo,D,3,,UFA,OTT,26,0,0,8,
Ryan Graves,D,3,,UFA,PIT,30,0,0,11,
Arturs Silovs,G,C,MINOR,LPT,PIT,24,0.5,0,30,
Lucas Carlsson,D,3,,UFA,SJS,28,0,0,10,
John Klingberg,D,3,,UFA,SJS,33,0,0,26,
Nate Danielson,F,A,MINOR,SHF,DET,20,0.5,0,2,
Jimmy Snuggerud,F,A,MINOR,LGN,STL,21,0.6,0,42,
Akira Schmid,G,3,START,GVR,VGK,25,0.6,0,38,
Ivan Miroshnichenko,F,A,MINOR,LPT,WSH,21,0.5,0,13,
Tobias Bjornfot,D,3,,UFA,FLA,24,0,0,2,
Liam Greentree,F,A,MINOR,VPP,LAK,19,0.5,0,2,
Austin Watson,F,3,,UFA,DET,33,0,0,6,
Kyle Burroughs,D,3,,UFA,LAK,30,0,0,4,
Carter Yakemchuk,D,A,MINOR,JHN,OTT,19,0.5,0,2,
Akil Thomas,F,3,,UFA,LAK,25,0,0,13,
David Jiricek,D,A,MINOR,SRL,MIN,21,0.5,0,9,
Andreas Englund,D,3,,UFA,NSH,29,0,0,6,
Spencer Stastney,D,3,,UFA,NSH,25,0,0,13,
Zack Macewen,F,3,,UFA,OTT,29,0,0,5,
Nicolas Deslauriers,F,3,,UFA,PHI,34,0,0,7,
Rutger McGroarty,F,A,MINOR,LGN,PIT,21,0.5,0,36,
Owen Pickering,D,3,,UFA,PIT,21,0,0,17,
Valtteri Puustinen,F,3,,UFA,PIT,26,0,0,8,
Vincent Desharnais,D,3,,UFA,SJS,29,0,0,8,
Vincent Iorio,D,3,,UFA,WSH,22,0,0,2,
Mitchell Stephens,F,3,,UFA,SEA,28,0,0,9,
Matthew Kessel,D,3,,UFA,STL,25,0,0,5,
Maveric Lamoureux,D,3,,UFA,UTA,21,0,0,13,
Kailer Yamamoto,F,3,,UFA,UTA,26,0,0,16,
Marc Mclaughlin,F,3,,UFA,NJD,26,0,0,3,
Elias Pettersson (D),D,3,,UFA,VAN,21,0,0,12,
Nikita Chibrikov,F,A,MINOR,SRL,WPG,22,0.5,0,3,
Walker Duehr,F,3,,UFA,WPG,27,0,0,6,
Calum Ritchie,F,A,MINOR,ZSK,NYI,20,0.5,0,3,
Mike Reilly,D,3,,UFA,CAR,32,0,0,14,
Kevin Korchinski,D,A,MINOR,GVR,CHI,21,0.5,0,10,
Keaton Middleton,D,3,,UFA,COL,27,0,0,6,
Sebastian Cossa,G,A,MINOR,GVR,DET,22,0.6,0,2,
Max Jones,F,3,,UFA,EDM,27,0,0,8,
Erik Portillo,G,3,,UFA,LAK,25,0,0,2,
Nicolas Aube-Kubel,F,3,,UFA,MIN,29,0,0,8,
Ivan Demidov,F,A,MINOR,JHN,MTL,19,0.9,0,59,
Oliver Kapanen,F,3,,UFA,MTL,22,0,0,22,
Joshua Roy,F,3,,UFA,MTL,22,0,0,12,
Brennan Othmann,F,A,MINOR,ZSK,NYR,22,0.5,0,14,
Mads Sogaard,G,3,,UFA,OTT,24,0,0,6,
Ryan Reaves,F,3,,UFA,SJS,38,0,0,5,
John Hayden,F,3,,UFA,SEA,30,0,0,9,
Matt Murray,G,3,,UFA,SEA,31,0,0,4,
Ben Hutton,D,3,,UFA,VGK,32,0,0,13,
Michael Brandsegg-Nygard,F,A,MINOR,JHN,DET,19,0.5,0,3,
Donovan Sebrango,D,3,,UFA,OTT,23,0,0,3,
Jett Luchanko,F,A,MINOR,LPT,PHI,19,0.5,0,3,
Patrick Brown,F,3,,UFA,BOS,33,0,0,8,
Sam Dickinson,D,A,MINOR,SRL,SJS,19,0.7,0,3,
Rory Kerins,F,3,,UFA,CGY,23,0,0,4,
Arttu Hyry,F,3,,UFA,DAL,24,0,0,4,
Jack St. Ivany,D,3,,UFA,PIT,26,0,0,4,
Jaret Anderson-Dolan,F,3,,UFA,WPG,26,0,0,4,
Sean Farrell,F,3,,UFA,MTL,23,0,0,4,
Jan Jenik,F,3,,UFA,OTT,25,0,0,4,
Lassi Thomson,D,3,,UFA,OTT,24,0,0,4,
Dalibor Dvorsky,F,A,MINOR,JHN,STL,20,0.7,0,4,
Joey Anderson,F,3,,UFA,CHI,27,0,0,6,
Raphael Lavoie,F,3,,UFA,VGK,24,0,0,4,
Andre Lee,F,3,,UFA,LAK,25,0,0,5,
Arshdeep Bains,F,3,,UFA,VAN,24,0,0,5,
William Wallinder,D,3,,UFA,DET,23,0,0,5,
Roby Jarventie,F,3,,UFA,EDM,23,0,0,5,
Joakim Kemell,F,A,MINOR,LGN,NSH,21,0.7,0,5,
William Lagesson,D,3,,UFA,DET,29,0,0,10,
Ian Mitchell,D,3,,UFA,DET,26,0,0,4,
Samuel Fagemo,F,3,,UFA,WPG,25,0,0,5,
Matt Savoie,F,A,MINOR,VPP,EDM,21,0.8,0,27,
Georgii Merkulov,F,3,,UFA,BOS,24,0,0,6,
Isak Rosen,F,A,MINOR,LGN,BUF,22,0.5,0,6,
Ryan Winterton,F,3,,UFA,SEA,22,0,0,6,
Ryan Suzuki,F,3,,UFA,CAR,24,0,0,6,
Quentin Musty,F,A,MINOR,LGN,SJS,20,0.5,0,6,
Calle Rosen,D,3,,UFA,WSH,31,0,0,6,
Axel Sandin-Pellikka,D,A,MINOR,JHN,DET,20,0.5,0,7,
Dylan Coghlan,D,3,,UFA,VGK,27,0,0,7,
Brayden Yager,F,A,MINOR,BOT,WPG,20,0.5,0,7,
Tyson Kozak,F,3,,UFA,BUF,22,0,0,8,
Helge Grans,D,3,,UFA,PHI,23,0,0,8,
Max Crozier,D,3,,UFA,TBL,25,0,0,8,
Joshua Mahura,D,3,,UFA,SEA,27,0,0,10,
Julien Gauthier,F,3,,UFA,NYI,27,0,0,10,
Danil Gushchin,F,3,,UFA,COL,23,0,0,11,
Cale Fleury,D,3,,UFA,SEA,26,0,0,4,
Nolan Foote,F,3,,UFA,FLA,24,0,0,12,
Noah Ostlund,F,A,MINOR,ZSK,BUF,21,0.5,0,13,
Zakhar Bardakov,F,3,,UFA,COL,24,0,0,13,
Zachary Aston-Reese,F,3,,UFA,CBJ,31,0,0,14,
Victor Mancini,D,3,,UFA,VAN,23,0,0,14,
Liam O'Brien,F,3,,UFA,UTA,31,0,0,7,
Fabian Lysell,F,A,MINOR,LGN,BOS,22,0.5,0,14,
Carter Mazur,F,3,,UFA,DET,23,0,0,14,
Jeremy Lauzon,D,3,,UFA,VGK,28,0,0,11,
Ryan Leonard,F,A,MINOR,LPT,WSH,20,0.8,0,35,
Justin Hryckowian,F,3,,UFA,DAL,24,0,0,15,
Vinnie Hinostroza,F,3,,UFA,MIN,31,0,0,16,
Matej Blumel,F,3,,UFA,BOS,25,0,0,16,
Ville Heinola,D,3,,UFA,WPG,24,0,0,8,
Isaak Phillips,D,3,,UFA,WPG,23,0,0,8,
Justin Kirkland,F,3,,UFA,CGY,29,0,0,17,
Lukas Cormier,D,B,MINOR,ZSK,VGK,23,0.5,0,17,
Owen Beck,F,3,,UFA,MTL,21,0,0,18,
Justin Sourdif,F,3,,UFA,WSH,23,0,0,18,
Jani Nyman,F,3,,UFA,SEA,21,0,0,19,
Zack Ostapchuk,F,3,,UFA,SJS,22,0,0,19,
Tristan Luneau,D,3,,UFA,ANA,21,0,0,23,
Oliver Moore,F,A,MINOR,LGN,CHI,20,0.5,0,25,
David Tomasek,F,3,,UFA,EDM,29,0,0,26,
Filip Hallander,F,3,,UFA,PIT,25,0,0,28,
Zayne Parekh,D,A,MINOR,LGN,CGY,19,0.9,0,39,
Tony Deangelo,D,3,,UFA,NYI,29,0,0,40,
Arseniy Gritsyuk,F,3,,UFA,NJD,24,0,0,49,
Michael Dipietro,G,E,MINOR,BOT,BOS,26,0.5,0,6,
Sam Poulin,F,C,MINOR,BOT,PIT,24,0.5,0,0,
Victor Soderstrom,D,3,,UFA,BOS,24,0,0,23,
Ryan Johnson,D,3,,UFA,BUF,24,0,0,7,
Devin Cooley,G,3,,UFA,CGY,28,0,0,27,
Konsta Helenius,F,A,MINOR,VPP,BUF,19,0.5,0,0,
Ivan Prosvetov,G,3,,UFA,CGY,26,0,0,35,
Alexander Nikishin,D,B,MINOR,SRL,CAR,23,0.6,0,36,
Hunter Brzustewicz,D,A,MINOR,SRL,CGY,20,0.5,0,0,
Laurent Brossoit,G,3,,UFA,CHI,32,0,0,27,
Drew Commesso,G,B,MINOR,BOT,CHI,23,0.5,0,0,
Noel Gunler,F,B,MINOR,BOT,CAR,23,0.5,0,0,
Dominic Toninato,F,3,,UFA,CHI,31,0,0,16,
Ronnie Attard,D,3,,UFA,COL,26,0,0,11,
Jayden Perron,F,A,MINOR,BOT,CAR,20,0.5,0,0,
Gabriel Landeskog,F,3,,UFA,COL,32,0,0,49,
Jacob Macdonald,F,3,,UFA,COL,32,0,0,17,
Ilya Nabokov,G,A,MINOR,LPT,COL,22,0.5,0,0,
Sergei Ivanov,G,A,MINOR,BOT,CBJ,21,0.5,0,0,
Jordan Dumais,F,A,MINOR,BOT,CBJ,21,0.5,0,0,
Cayden Lindstrom,F,A,MINOR,JHN,CBJ,19,0.8,0,0,
Trey Augustine,G,A,MINOR,JHN,DET,20,0.5,0,0,
Christian Kyrou,D,A,MINOR,GVR,DAL,21,0.5,0,0,
Jack Studnicka,F,3,,UFA,FLA,26,0,0,15,
Samuel Bolduc,D,3,,UFA,LAK,24,0,0,8,
Zeev Buium,D,A,MINOR,LGN,MIN,19,0.7,0,40,
Ben Jones,F,3,,UFA,MIN,26,0,0,9,
Jesper Wallstedt,G,A,MINOR,SRL,MIN,22,0.5,0,22,
