PLAYER,POS,GROUP,STATUS,FCHL TEAM,NHL TEAM,AGE,SALARY,BID,PTS,PRIOR FCHL TEAM
David Savard,D,3,,UFA,,,0,0,21,
Dmitry Kulikov,D,3,,UFA,FLA,,0,0,21,
Dylan Holloway,F,A,MINOR,GVR,STL,,0.7,0,21,
Egor Zamula,D,3,,UFA,PHI,,0,0,21,
Erik Johnson,D,3,,UFA,,,0,0,21,
Ian Mitchell,D,3,,UFA,DET,,0,0,21,
Jacob Peterson,F,3,,UFA,,,0,0,21,
Jake McCabe,D,3,,UFA,TOR,,0,0,21,
Jake Neighbours,F,A,MINOR,LPT,STL,,0.5,0,21,
Jonas Siegenthaler,D,3,,UFA,NJD,,0,0,21,
Lassi Thomson,D,3,,UFA,OTT,,0,0,21,
Matt Benning,D,3,,UFA,CGY,,0,0,21,
Matt Nieto,F,3,,UFA,,,0,0,21,
Nathan Bastian,F,3,,UFA,DAL,,0,0,21,
Nicholas Robertson,F,A,MINOR,GVR,PIT,,0.5,0,21,
Nils Aman,F,3,,UFA,VAN,,0,0,21,
Oskar Lindblom,F,3,,UFA,,,0,0,21,
Pavel Mintyukov,D,A,MINOR,ZSK,ANA,,0.5,0,21,
Trevor van Riemsdyk,D,3,,UFA,PIT,,0,0,21,
Will Borgen,D,3,,UFA,BOS,,0,0,21,
Alex Barre-Boulet,F,3,,UFA,SJS,,0,0,20,
Ben Chiarot,D,3,,UFA,DET,,0,0,20,
Carson Soucy,D,3,,UFA,NYR,,0,0,20,
Darren Raddysh,D,3,,UFA,TOR,,0,0,20,
Erik Cernak,D,3,,UFA,TBL,,0,0,20,
Fredrik Olofsson,F,3,,UFA,,,0,0,20,
Kiefer Sherwood,F,3,,UFA,SJS,,0,0,20,
Magnus Hellberg,G,3,,UFA,,,0,0,20,
Nicolas Aube-Kubel,F,3,,UFA,MIN,,0,0,20,
Pierre-Olivier Joseph,D,3,,UFA,,,0,0,20,
Sean Walker,D,3,,UFA,CAR,,0,0,20,
Alex Stalock,G,3,,UFA,,,0,0,19,
Alexandre Carrier,D,3,,UFA,MTL,,0,0,19,
Brayden McNabb,D,3,,UFA,VGK,,0,0,19,
Casey Cizikas,F,3,,UFA,NYI,,0,0,19,
Chris Tanev,D,3,,UFA,TOR,,0,0,19,
Drew O`Connor,F,3,,UFA,VAN,,0,0,19,
Gabriel Fortier,F,3,,UFA,,,0,0,19,
Jake Middleton,D,3,,UFA,CGY,,0,0,19,
Joey Anderson,F,3,,UFA,MTL,,0,0,19,
Jordan Harris,D,3,,UFA,BOS,,0,0,19,
Josh Mahura,D,3,,UFA,SEA,,0,0,19,
Justin Danforth,F,3,,UFA,BUF,,0,0,19,
Kevin Stenlund,F,3,,UFA,UTA,,0,0,19,
Lias Andersson,F,A,MINOR,MAC,,,0.5,0,19,
Luke Schenn,D,3,,UFA,VAN,,0,0,19,
Mario Ferraro,D,3,,UFA,WPG,,0,0,19,
Nick Bonino,F,3,,UFA,,,0,0,19,
Nikita Zadorov,D,3,,UFA,BOS,,0,0,19,
Noel Acciari,F,3,,UFA,PHI,,0,0,19,
Nolan Foote,F,3,,UFA,PHI,,0,0,19,
Ryan Lindgren,D,3,,UFA,SEA,,0,0,19,
Ryan Poehling,F,A,MINOR,MAC,ANA,,0.5,0,19,
Ryan Suter,D,3,,UFA,,,0,0,19,
Tyler Myers,D,3,,UFA,DAL,,0,0,19,
Victor Soderstrom,D,3,,UFA,BOS,,0,0,19,
Zemgus Girgensons,F,3,,UFA,TBL,,0,0,19,
Alexey Toropchenko,F,3,,UFA,STL,,0,0,18,
Andrew Peeke,D,3,,UFA,UTA,,0,0,18,
Artem Zub,D,3,,UFA,OTT,,0,0,18,
Ben Meyers,F,3,,UFA,SEA,,0,0,18,
Brandon Carlo,D,3,,UFA,STL,,0,0,18,
Caleb Jones,D,3,,UFA,PIT,,0,0,18,
Charlie Lindgren,G,3,,UFA,WSH,,0,0,18,
Connor Clifton,D,3,,UFA,BOS,,0,0,18,
Connor Dewar,F,3,,UFA,PIT,,0,0,18,
Derek Ryan,F,3,,UFA,,,0,0,18,
Milan Lucic,F,3,,UFA,,,0,0,18,
Olli Maatta,D,3,,UFA,MIN,,0,0,18,
Steven Lorentz,F,3,,UFA,TOR,,0,0,18,
Tomas Nosek,F,3,,UFA,FLA,,0,0,18,
Wade Allison,F,3,,UFA,,,0,0,18,
Alexander Holtz,F,A,MINOR,GVR,VGK,,0.7,0,17,
Anthony Stolarz,G,3,,UFA,TOR,,0,0,17,
Arber Xhekaj,D,3,,UFA,MTL,,0,0,17,
Brandon Duhaime,F,3,,UFA,TOR,,0,0,17,
Colin Miller,D,3,,UFA,WPG,,0,0,17,
Craig Smith,F,3,,UFA,CHI,,0,0,17,
Ian Cole,D,3,,UFA,CHI,,0,0,17,
Jacob MacDonald,D,3,,UFA,WSH,,0,0,17,
Jake Bean,D,3,,UFA,CGY,,0,0,17,
Jan Jenik,F,A,MINOR,BOT,LAK,,0.5,0,17,
Jani Hakanpaa,D,3,,UFA,,,0,0,17,
Jaret Anderson-Dolan,F,3,,UFA,WPG,,0,0,17,
Josh Manson,D,3,,UFA,COL,,0,0,17,
Matt Dumba,D,3,,UFA,PIT,,0,0,17,
Mattias Samuelsson,D,3,,UFA,BUF,,0,0,17,
Pat Maroon,F,3,,UFA,,,0,0,17,
Radko Gudas,D,3,,UFA,FLA,,0,0,17,
Ridly Greig,F,3,,UFA,OTT,,0,0,17,
Andrew Cogliano,F,3,,UFA,,,0,0,16,
Axel Jonsson-Fjallby,F,3,,UFA,,,0,0,16,
Boris Katchouk,F,3,,UFA,,,0,0,16,
Brett Kulak,D,3,,UFA,COL,,0,0,16,
Connor McMichael,F,A,MINOR,GVR,STL,,0.5,0,16,
David Rittich,G,3,,UFA,NJD,,0,0,16,
Grigori Denisenko,F,A,MINOR,BOT,,,0.5,0,16,
Gustav Lindstrom,D,3,,UFA,,,0,0,16,
Ilya Lyubushkin,D,3,,UFA,NSH,,0,0,16,
Jon Merrill,D,3,,UFA,,,0,0,16,
Jonathan Quick,G,3,,UFA,NYR,,0,0,16,
Julien Gauthier,F,3,,UFA,NYI,,0,0,16,
Marc-Edouard Vlasic,D,3,,UFA,,,0,0,16,
Matthew Phillips,F,3,,UFA,,,0,0,16,
Nick Blankenburg,D,3,,UFA,NSH,,0,0,16,
Philip Broberg,D,3,,UFA,STL,,0,0,16,
Pontus Holmberg,F,3,,UFA,TBL,,0,0,16,
Rasmus Asplund,F,3,,UFA,,,0,0,16,
T.J. Brodie,D,3,,UFA,,,0,0,16,
Travis Hamonic,D,3,,UFA,DET,,0,0,16,
Trevor Lewis,F,3,,UFA,,,0,0,16,
Valtteri Puustinen,F,3,,UFA,PIT,,0,0,16,
Alex Vlasic,D,3,,UFA,CHI,,0,0,15,
Alexander Alexeyev,D,3,,UFA,PIT,,0,0,15,
Bobby Brink,F,A,MINOR,GVR,MIN,,0.5,0,15,
David Gustafsson,F,3,,UFA,PIT,,0,0,15,
Derek Forbort,D,3,,UFA,VAN,,0,0,15,
Gavin Bayreuther,D,3,,UFA,,,0,0,15,
Joel Edmundson,D,3,,UFA,LAK,,0,0,15,
Mark Jankowski,F,3,,UFA,CAR,,0,0,15,
Nicolas Beaudin,D,3,,UFA,,,0,0,15,
Paul Cotter,F,3,,UFA,VAN,,0,0,15,
Simon Edvinsson,D,A,MINOR,LGN,DET,,0.5,0,15,
Alec Martinez,D,3,,UFA,,,0,0,14,
Connor Murphy,D,3,,UFA,EDM,,0,0,14,
Egor Afanasyev,F,3,,UFA,SJS,,0,0,14,
Jaxson Stauber,G,3,,UFA,UTA,,0,0,14,
Jeremy Lauzon,D,3,,UFA,VGK,,0,0,14,
Johnathan Kovacevic,D,3,,UFA,NJD,,0,0,14,
Laurent Brossoit,G,3,,UFA,ANA,,0,0,14,
Logan Stanley,D,3,,UFA,WPG,,0,0,14,
Mackenzie Blackwood,G,3,,UFA,COL,,0,0,14,
Mathieu Olivier,F,3,,UFA,CBJ,,0,0,14,
Niko Mikkola,D,3,,UFA,FLA,,0,0,14,
Nikolai Knyzhov,D,3,,UFA,,,0,0,14,
Philippe Myers,D,3,,UFA,TOR,,0,0,14,
Robin Salo,D,3,,UFA,,,0,0,14,
Spencer Martin,G,3,,UFA,NYR,,0,0,14,
Zach Whitecloud,D,3,,UFA,CGY,,0,0,14,
Adam Beckman,F,3,,UFA,COL,,0,0,13,
Brendan Lemieux,F,3,,UFA,,,0,0,13,
Cal Clutterbuck,F,3,,UFA,,,0,0,13,
Calvin de Haan,D,3,,UFA,,,0,0,13,
Isac Lundestrom,F,3,,UFA,CBJ,,0,0,13,
Jack Rathbone,D,3,,UFA,BUF,,0,0,13,
Jacob Bryson,D,3,,UFA,DET,,0,0,13,
Kevin Bahl,D,3,,UFA,CGY,,0,0,13,
Lukas Rousek,F,3,,UFA,,,0,0,13,
Marc Staal,D,3,,UFA,,,0,0,13,
Matt Martin,F,3,,UFA,,,0,0,13,
Nicolas Deslauriers,F,3,,UFA,CAR,,0,0,13,
Patrick Brown,F,3,,UFA,BOS,,0,0,13,
Tobias Bjornfot,D,3,,UFA,FLA,,0,0,13,
Vasily Podkolzin,F,A,MINOR,BOT,EDM,,0.5,0,13,
Vincent Desharnais,D,3,,UFA,WSH,,0,0,13,
Walker Duehr,F,3,,UFA,WPG,,0,0,13,
Zac Jones,D,3,,UFA,UTA,,0,0,13,
Alex Nedeljkovic,G,3,,UFA,SJS,,0,0,12,
Dylan Samberg,D,3,,UFA,WPG,,0,0,12,
Jalen Chatfield,D,3,,UFA,CAR,,0,0,12,
Jordan Spence,D,3,,UFA,OTT,,0,0,12,
Kevin Lankinen,G,3,,UFA,VAN,,0,0,12,
Mark Kastelic,F,3,,UFA,BOS,,0,0,12,
Martin Jones,G,3,,UFA,EDM,,0,0,12,
Nathan Walker,F,3,,UFA,STL,,0,0,12,
Nick Seeler,D,3,,UFA,PHI,,0,0,12,
Ryan Reaves,F,3,,UFA,SJS,,0,0,12,
Simon Holmstrom,F,3,,UFA,NYI,,0,0,12,
Simon Nemec,D,A,MINOR,SRL,CGY,,0.8,0,12,
Zack MacEwen,F,3,,UFA,TOR,,0,0,12,
Ben Hutton,D,3,,UFA,VGK,,0,0,11,
Benoit-Olivier Groulx,F,3,,UFA,TOR,,0,0,11,
Daniil Miromanov,D,3,,UFA,CGY,,0,0,11,
Filip Roos,D,3,,UFA,,,0,0,11,
Jack Studnicka,F,3,,UFA,PHI,,0,0,11,
Jacob Bernard-Docker,D,3,,UFA,DET,,0,0,11,
Jarred Tinordi,D,3,,UFA,,,0,0,11,
Josh Archibald,F,3,,UFA,,,0,0,11,
Michael Carcone,F,3,,UFA,UTA,,0,0,11,
Nikita Zaitsev,D,3,,UFA,,,0,0,11,
Pierre-Edouard Bellemare,F,3,,UFA,,,0,0,11,
Robert Hagg,D,3,,UFA,,,0,0,11,
Sam Carrick,F,3,,UFA,BUF,,0,0,11,
Thomas Bordeleau,F,A,MINOR,ZSK,NJD,,0.5,0,11,
Troy Stecher,D,3,,UFA,TOR,,0,0,11,
Cal Foote,D,A,MINOR,MAC,,,0.5,0,10,
Cole Smith,F,3,,UFA,CHI,,0,0,10,
Devon Levi,G,A,MINOR,GVR,EDM,,0.5,0,10,
Erik Gudbranson,D,3,,UFA,CBJ,,0,0,10,
Jan Rutta,D,3,,UFA,,,0,0,10,
Karson Kuhlman,F,3,,UFA,,,0,0,10,
Liam Foudy,F,3,,UFA,NYI,,0,0,10,
Logan Brown,F,3,,UFA,,,0,0,10,
Mackenzie Entwistle,F,3,,UFA,FLA,,0,0,10,
Reese Johnson,F,3,,UFA,BUF,,0,0,10,
Samuel Bolduc,D,3,,UFA,OTT,,0,0,10,
Zachary Bolduc,F,A,MINOR,LGN,MTL,,0.5,0,10,
Alex Goligoski,D,3,,UFA,,,0,0,9,
Andreas Johnsson,F,3,,UFA,,,0,0,9,
Brad Hunt,D,3,,UFA,,,0,0,9,
Chris Wideman,D,3,,UFA,,,0,0,9,
Curtis Lazar,F,3,,UFA,EDM,,0,0,9,
Jordan Oesterle,D,3,,UFA,NSH,,0,0,9,
Kole Lind,F,3,,UFA,,,0,0,9,
Linus Karlsson,F,3,,UFA,VAN,,0,0,9,
Luke Glendening,F,3,,UFA,,,0,0,9,
Michael Pezzetta,F,3,,UFA,TOR,,0,0,9,
Parker Kelly,F,3,,UFA,COL,,0,0,9,
Sheldon Dries,F,3,,UFA,DET,,0,0,9,
Tanner Laczynski,F,3,,UFA,VGK,,0,0,9,
Tye Kartye,F,3,,UFA,NYR,,0,0,9,
Tyler Tucker,D,3,,UFA,STL,,0,0,9,
Ben Jones,F,3,,UFA,CGY,,0,0,8,
Colin Blackwell,F,3,,UFA,DAL,,0,0,8,
Connor Zary,F,A,MINOR,SRL,CGY,,0.5,0,8,
Dylan Gambrell,F,3,,UFA,MIN,,0,0,8,
Eetu Makiniemi,G,3,,UFA,,,0,0,8,
Elmer Soderblom,F,3,,UFA,PIT,,0,0,8,
Jakub Zboril,D,3,,UFA,,,0,0,8,
Josh Brown,D,3,,UFA,EDM,,0,0,8,
Liam O`Brien,F,3,,UFA,UTA,,0,0,8,
Marco Scandella,D,3,,UFA,,,0,0,8,
Mike Reilly,D,3,,UFA,CAR,,0,0,8,
Samuel Fagemo,F,A,MINOR,SHF,WPG,,0.5,0,8,
Tyler Pitlick,F,3,,UFA,MIN,,0,0,8,
Xavier Bourgault,F,A,MINOR,GVR,OTT,,0.5,0,8,
Andreas Englund,D,3,,UFA,CGY,,0,0,7,
Bobby McMann,F,3,,UFA,SEA,,0,0,7,
Dylan Coghlan,D,3,,UFA,VGK,,0,0,7,
Fabian Lysell,F,A,MINOR,LGN,COL,,0.5,0,7,
Kurtis MacDermid,D,3,,UFA,OTT,,0,0,7,
Kyle Burroughs,D,3,,UFA,DAL,,0,0,7,
Mathias Emilio Pettersen,F,3,,UFA,,,0,0,7,
Mavrik Bourque,F,A,MINOR,VPP,NSH,,0.5,0,7,
Nicholas Abruzzese,F,3,,UFA,TBL,,0,0,7,
Olen Zellweger,D,A,MINOR,ZSK,BUF,,0.5,0,7,
Ryan Carpenter,F,3,,UFA,,,0,0,7,
Tim Berni,D,3,,UFA,,,0,0,7,
Travis Dermott,D,3,,UFA,,,0,0,7,
Urho Vaakanainen,D,3,,UFA,NYR,,0,0,7,
Ville Heinola,D,3,START,ZSK,VGK,,0.5,0,7,
Brett Leason,F,3,,UFA,SJS,,0,0,6,
Dmitri Voronkov,F,3,,UFA,CBJ,,0,0,6,
Jack Johnson,D,3,,UFA,,,0,0,6,
Jake Leschyshyn,F,3,,UFA,,,0,0,6,
Jiri Patera,G,3,,UFA,BOS,,0,0,6,
Jonas Rondbjerg,F,3,,UFA,VGK,,0,0,6,
Kyle Capobianco,D,3,,UFA,DAL,,0,0,6,
Logan Stankoven,F,A,MINOR,LGN,CAR,,0.6,0,6,
Lukas Dostal,G,A,MINOR,ZSK,ANA,,0.5,0,6,
Mads Sogaard,G,3,,UFA,TBL,,0,0,6,
Matt Irwin,D,3,,UFA,,,0,0,6,
Matt Murray,G,3,,UFA,NSH,,0,0,6,
Matthew Highmore,F,3,,UFA,NYI,,0,0,6,
Phillip Di Giuseppe,F,3,,UFA,WPG,,0,0,6,
Reilly Walsh,D,3,,UFA,MTL,,0,0,6,
Robert Bortuzzo,D,3,,UFA,,,0,0,6,
Zach Bogosian,D,3,,UFA,MIN,,0,0,6,
Ben Harpur,D,3,,UFA,,,0,0,5,
Brendan Brisson,F,A,MINOR,BOT,TOR,,0.5,0,5,
Brendan Smith,D,3,,UFA,,,0,0,5,
Chad Ruhwedel,D,3,,UFA,,,0,0,5,
Chris Tierney,F,3,,UFA,,,0,0,5,
Christian Wolanin,D,3,,UFA,COL,,0,0,5,
Connor Mackey,D,3,,UFA,CHI,,0,0,5,
Drake Caggiula,F,3,,UFA,,,0,0,5,
Gabriel Landeskog,F,A,MINOR,GVR,COL,,5.2,0,5,
James Hamblin,F,3,,UFA,ANA,,0,0,5,
Jansen Harkins,F,3,,UFA,TBL,,0,0,5,
Jaycob Megna,D,3,,UFA,VGK,,0,0,5,
Pavol Regenda,F,3,,UFA,,,0,0,5,
Riley Stillman,D,3,,UFA,EDM,,0,0,5,
Ruslan Iskhakov,F,3,,UFA,,,0,0,5,
Sammy Walker,F,3,,UFA,CAR,,0,0,5,
Alec Regula,D,3,,UFA,EDM,,0,0,4,
Alex Lyon,G,3,,UFA,BUF,,0,0,4,
Alex Turcotte,F,A,MINOR,GVR,LAK,,0.8,0,4,
Austin Czarnik,F,3,,UFA,,,0,0,4,
Brayden Pachal,D,3,,UFA,CGY,,0,0,4,
Casey DeSmith,G,3,,UFA,DAL,,0,0,4,
Chris Driedger,G,3,,UFA,,,0,0,4,
Clay Stevenson,G,3,,UFA,WSH,,0,0,4,
Collin Delia,G,3,,UFA,,,0,0,4,
Colton White,D,3,,UFA,CBJ,,0,0,4,
Dryden Hunt,F,3,,UFA,CGY,,0,0,4,
Givani Smith,F,3,,UFA,,,0,0,4,
Ivan Prosvetov,G,3,,UFA,CGY,,0,0,4,
Justus Annunen,G,A,MINOR,LPT,NSH,,0.5,0,4,
Kale Clague,D,3,,UFA,,,0,0,4,
Magnus Chrona,G,3,,UFA,,,0,0,4,
Marc McLaughlin,F,3,,UFA,NJD,,0,0,4,
Markus Niemelainen,D,3,,UFA,,,0,0,4,
Matt Luff,F,3,,UFA,NYI,,0,0,4,
Nico Daws,G,3,,UFA,NJD,,0,0,4,
Radim Zohorna,F,3,,UFA,,,0,0,4,
Riley Damiani,F,3,,UFA,,,0,0,4,
Ronnie Attard,D,A,MINOR,GVR,DET,,0.5,0,4,
Trey Fix-Wolansky,F,3,,UFA,VAN,,0,0,4,
Will Butcher,D,3,,UFA,,,0,0,4,
William Lockwood,F,3,,UFA,,,0,0,4,
Yaroslav Askarov,G,A,MINOR,GVR,SJS,,0.8,0,4,
Casey Fitzgerald,D,3,,UFA,FLA,,0,0,3,
Haydn Fleury,D,3,,UFA,WPG,,0,0,3,
Jasper Weatherby,F,3,,UFA,,,0,0,3,
Joe Snively,F,3,,UFA,,,0,0,3,
John Leonard,F,3,,UFA,DET,,0,0,3,
Kaedan Korczak,D,3,,UFA,PIT,,0,0,3,
Kevin Korchinski,D,A,MINOR,GVR,CHI,,0.5,0,3,
Kristian Reichel,F,3,,UFA,,,0,0,3,
Lane Pederson,F,3,,UFA,LAK,,0,0,3,
Lucas Carlsson,D,3,,UFA,ANA,,0,0,3,
Matej Blumel,F,3,,UFA,BOS,,0,0,3,
Michael McCarron,F,3,,UFA,MIN,,0,0,3,
Nathan Smith,F,3,,UFA,,,0,0,3,
Nic Petan,F,3,,UFA,,,0,0,3,
Noah Juulsen,D,3,,UFA,COL,,0,0,3,
Otto Koivula,F,3,,UFA,,,0,0,3,
Aatu Raty,F,A,MINOR,VPP,VAN,,0.6,0,2,
Akito Hirose,D,3,,UFA,,,0,0,2,
Cale Fleury,D,3,,UFA,SEA,,0,0,2,
Felix Sandstrom,G,3,,UFA,,,0,0,2,
Hendrix Lapierre,F,A,MINOR,SRL,PIT,,0.5,0,2,
Jacob Larsson,D,3,,UFA,,,0,0,2,
Jesper Wallstedt,G,A,MINOR,SRL,MIN,,0.5,0,2,
Joel Hanley,D,3,,UFA,CGY,,0,0,2,
Matt Kiersted,D,3,,UFA,MIN,,0,0,2,
Mike Hardman,F,3,,UFA,,,0,0,2,
Mikhail Maltsev,F,3,,UFA,,,0,0,2,
Radim Simek,D,3,,UFA,,,0,0,2,
Ross Johnston,F,3,,UFA,STL,,0,0,2,
Vladislav Kolyachonok,D,3,,UFA,NJD,,0,0,2,
Zach Sanford,F,3,,UFA,,,0,0,2,
Dysin Mayo,D,3,,UFA,,,0,0,1,
Kevin Rooney,F,3,,UFA,,,0,0,1,
Marco Kasper,F,A,MINOR,SRL,DET,,0.5,0,1,
Mark Friedman,D,3,,UFA,,,0,0,1,
Sam Poulin,F,A,MINOR,BOT,MTL,,0.5,0,1,
Topi Niemela,D,A,MINOR,LPT,TOR,,0.5,0,1,
Victor Mete,D,3,,UFA,,,0,0,1,
Alex Formenton,F,3,,UFA,,,0,0,0,
Cayden Primeau,G,A,MINOR,LPT,CAR,,0.5,0,0,
Colin White,F,3,,UFA,NJD,,0,0,0,
Jesse Puljujarvi,F,3,,UFA,,,0,0,0,
Kieffer Bellows,F,3,,UFA,,,0,0,0,
Nolan Patrick,F,A,MINOR,JHN,,,0.9,0,0,
Robin Lehner,G,3,,UFA,,,0,0,0,
Ryan Merkley,D,A,MINOR,BOT,,,0.5,0,0,
Tucker Poolman,D,3,,UFA,,,0,0,0,
